StandardizedName	StrainName	Paper	SRA	Coverage	GeographicOrigin	EcoOrigin	Country	Continent	Comment	PositionOnTree	Clade	SuperClade	Ploidy	NbHetSNPs	Heterozygosity	Zygosity	Aneuploidy
XTRA_EHZ	MTJZ2	Duan et al. 2018	SRR7851777	197.634	China:Renhuai, Guizhou	Fermented sorghum grain	China	Asia		2604.0	31. Huangjiu	S3. Asian Fermentation	2	4194.0	0.00044765	Heterozygous	aneu;+1*1;+1*3;+1*6;+1*9;
XTRA_EIA	2.591	Duan et al. 2018	SRR7851778	209.295	China:Shaoxing, Zhejiang	Huangjiu (rice wine) starter	China	Asia		2514.0	30. Mantou	S3. Asian Fermentation	?	107.0	1.14e-05	Homozygous	euploid
XTRA_EIB	DX10-3	Duan et al. 2018	SRR7851779	239.703	China:Dangxiong, Tibet	Fermented yak milk	China	Asia		1391.0	13. French Dairy		3	23591.0	0.00251799	Heterozygous	aneu;+1*2;
XTRA_EIC	C5-1	Duan et al. 2018	SRR7851780	185.646	China:Yili, Kazak autonomous prefecture	Fermented mare's milk (kumis)	China	Asia		1399.0	13. French Dairy		3	17255.0	0.00184172	Heterozygous	euploid
XTRA_EID	HN8	Duan et al. 2018	SRR7851781	179.357	China:Wuzhi Mountain, Hainan	Rotten wood, primeval forest	China	Asia	Single-End reads	2850.0		S4. Wild	?	123.0	1.31e-05	Homozygous	euploid
XTRA_EIE	NX1	Duan et al. 2018	SRR7851782	242.544	China:Zhongwei, Ningxia	Soil, melonry	China	Asia		1166.0	8. AU Wine 4	S1. Wine	?	13.0	1.39e-06	Homozygous	euploid
XTRA_EIF	XST	Duan et al. 2018	SRR7851783	156.545	China:Xiangfan, Hubei	Active dry yeast	China	Asia		1867.0	20. Mixed Origins 1	S2. Beer	3	48300.0	0.00515531	Heterozygous	euploid
XTRA_EIG	NX3	Duan et al. 2018	SRR7851784	133.689	China:Zhongwei, Ningxia	Soil, melonry	China	Asia		1164.0	8. AU Wine 4	S1. Wine	?	14.0	1.49e-06	Homozygous	aneu;+1*3;
XTRA_EIH	NX2	Duan et al. 2018	SRR7851785	208.074	China:Helan Mountain, Ningxia	Soil, mulberry field	China	Asia		1162.0	8. AU Wine 4	S1. Wine	?	9.0	9.61e-07	Homozygous	euploid
XTRA_EII	38108	Duan et al. 2018	SRR7851786	231.088	Mongolia:Ulaanbaatar	Fermented mare's milk (kumis)	Mongolia	Asia		1397.0	13. French Dairy		2	13320.0	0.00142171	Heterozygous	euploid
XTRA_EIJ	XJ5	Duan et al. 2018	SRR7851787	152.596	China:Korla, Xinjiang	Grape, vineyard	China	Asia		299.0	3. Alpechin		?	27.0	2.88e-06	Homozygous	euploid
XTRA_EIK	37561	Duan et al. 2018	SRR7851789	205.459	Mongolia	Fermented mare's milk (kumis)	Mongolia	Asia		1398.0	13. French Dairy		2	13336.0	0.00142342	Heterozygous	euploid
XTRA_EIL	SD2	Duan et al. 2018	SRR7851790	224.485	China:Taian, Shandong	Bark of Quercus sp., planted tree	China	Asia		2976.0	39. Asian Oak	S4. Wild	?	137.0	1.46e-05	Homozygous	euploid
XTRA_EIM	HN9	Duan et al. 2018	SRR7851791	193.797	China:Wuzhi Mountain, Hainan	Rotten wood, primeval forest	China	Asia		2851.0		S4. Wild	?	157.0	1.68e-05	Homozygous	aneu;+1*1;+1*6;
XTRA_EIN	HLJ10	Duan et al. 2018	SRR7851792	212.066	China:Qiqihaer, Heilongjiang	Fermented sorghum grain	China	Asia		2418.0	28. Baiju	S3. Asian Fermentation	2	16312.0	0.00174106	Heterozygous	euploid
XTRA_EIO	QH6.5	Duan et al. 2018	SRR7851793	181.185	China:Minhe, Qinghai	Fermenting dough	China	Asia		2343.0	28. Baiju	S3. Asian Fermentation	2	27022.0	0.0028842	Heterozygous	euploid
XTRA_EIP	QH7.2	Duan et al. 2018	SRR7851794	199.609	China:Minhe, Qinghai	Fermenting dough	China	Asia		2342.0	28. Baiju	S3. Asian Fermentation	2	24739.0	0.00264052	Heterozygous	euploid
XTRA_EIQ	QH3.1	Duan et al. 2018	SRR7851795	182.615	China:Qinghai	Fermenting dough	China	Asia		2350.0	28. Baiju	S3. Asian Fermentation	2	23162.0	0.0024722	Heterozygous	euploid
XTRA_EIR	NX4.1	Duan et al. 2018	SRR7851796	138.426	China:Yinchuan, Ningxia	Fermenting dough	China	Asia		2372.0	28. Baiju	S3. Asian Fermentation	3	26106.0	0.00278643	Heterozygous	euploid
XTRA_EIS	JM28.13	Duan et al. 2018	SRR7851797	195.525	China:Laiwu, Shandong	Fermenting dough	China	Asia		2377.0	28. Baiju	S3. Asian Fermentation	3	19977.0	0.00213225	Heterozygous	euploid
XTRA_EIT	JM28.2	Duan et al. 2018	SRR7851798	278.757	China:Laiwu, Shandong	Fermenting dough	China	Asia		2378.0	28. Baiju	S3. Asian Fermentation	3	20571.0	0.00219565	Heterozygous	euploid
XTRA_EIU	QH7.4	Duan et al. 2018	SRR7851799	282.718	China:Minhe, Qinghai	Fermenting dough	China	Asia		2344.0	28. Baiju	S3. Asian Fermentation	2	26532.0	0.0028319	Heterozygous	euploid
XTRA_EIV	BM5.1	Duan et al. 2018	SRR7851800	262.751	China:Bayanzhuoer, Inner Mongolia	Fermenting dough	Mongolia	Asia		2375.0	28. Baiju	S3. Asian Fermentation	2	14460.0	0.00154339	Heterozygous	euploid
XTRA_EIW	HN11	Duan et al. 2018	SRR7851801	210.536	China:Jianfengling Mountain, Hainan	Rotten wood, primeval forest	China	Asia		2854.0		S4. Wild	?	157.0	1.68e-05	Homozygous	euploid
XTRA_EIX	YM3.1	Duan et al. 2018	SRR7851803	214.435	China:Ordos, Inner Mongolia	Fermenting dough	Mongolia	Asia		2376.0	28. Baiju	S3. Asian Fermentation	3	21617.0	0.00230729	Heterozygous	euploid
XTRA_EIY	HN2.2	Duan et al. 2018	SRR7851804	175.242	China:Xuchang, Henan	Fermenting dough	China	Asia		2374.0	28. Baiju	S3. Asian Fermentation	2	16432.0	0.00175387	Heterozygous	aneu;+1*12;
XTRA_EIZ	HQ1.1	Duan et al. 2018	SRR7851805	182.716	China:Gutian, Fujian	Huangjiu (rice wine) starter with Fermented monascus	China	Asia		2543.0	30. Mantou	S3. Asian Fermentation	2	10918.0	0.00116534	Heterozygous	euploid
XTRA_EJA	HN3.8	Duan et al. 2018	SRR7851806	135.339	China:Xuchang, Henan	Fermenting dough	China	Asia		2607.0	31. Huangjiu	S3. Asian Fermentation	2	4166.0	0.00044466	Heterozygous	euploid
XTRA_EJB	JL4	Duan et al. 2018	SRR7851807	230.905	China:Yanbian, Jilin	Bark of Pyrus sp., orchard	China	Asia		2908.0		S4. Wild	?	111.0	1.18e-05	Homozygous	euploid
XTRA_EJC	FJ5	Duan et al. 2018	SRR7851809	206.572	China:Wuyi Mountain, Fujian	Bark of Castanea mollissima, planted tree	China	Asia		2771.0	35. Chinese Wild	S4. Wild	?	114.0	1.22e-05	Homozygous	euploid
XTRA_EJD	HLJ167	Duan et al. 2018	SRR7851810	155.49	China:Qiqihaer, Heilongjiang	Fermented sorghum grain	China	Asia		2420.0	28. Baiju	S3. Asian Fermentation	2	16004.0	0.00170819	Heterozygous	euploid
XTRA_EJE	JM8.3	Duan et al. 2018	SRR7851811	182.924	China:Taiyuan, Shanxi	Fermenting dough	China	Asia		2205.0			3	38434.0	0.00410226	Heterozygous	aneu;+1*12;
XTRA_EJF	NX7.1	Duan et al. 2018	SRR7851812	183.969	China:Yinchuan, Ningxia	Fermenting dough	China	Asia		2206.0			3	37837.0	0.00403854	Heterozygous	euploid
XTRA_EJG	JM14.3	Duan et al. 2018	SRR7851813	146.096	China:Quwo, Shanxi	Fermenting dough	China	Asia		2185.0			3	42687.0	0.0045562	Heterozygous	euploid
XTRA_EJH	JM22.1	Duan et al. 2018	SRR7851814	233.728	China:Shangluo, Shanxi	Fermenting dough	China	Asia		2184.0			3	44398.0	0.00473883	Heterozygous	aneu;+1*1;
XTRA_EJI	JM37.2	Duan et al. 2018	SRR7851815	156.919	China:Hulin, Heilongjiang	Fermenting dough	China	Asia		2198.0			3	36754.0	0.00392294	Heterozygous	euploid
XTRA_EJJ	JM4.8	Duan et al. 2018	SRR7851816	204.101	China:Quwo, Shanxi	Fermenting dough	China	Asia		2192.0			3	42861.0	0.00457478	Heterozygous	euploid
XTRA_EJK	GS5.6	Duan et al. 2018	SRR7851817	143.579	China:Lanzhou, Gansu	Fermenting dough	China	Asia		2189.0			3	44651.0	0.00476583	Heterozygous	aneu;+3*1;-1*12;+2*3;+1*5;+3*6;+1*8;+2*9;
XTRA_EJL	GS5.7	Duan et al. 2018	SRR7851818	209.135	China:Lanzhou, Gansu	Fermenting dough	China	Asia		2199.0			3	43691.0	0.00466337	Heterozygous	aneu;+2*1;+1*3;+2*5;+2*6;+1*9;
XTRA_EJM	GS6	Duan et al. 2018	SRR7851819	199.805	China:Lanzhou, Gansu	Fermenting dough	China	Asia		2188.0			3	41578.0	0.00443784	Heterozygous	aneu;+3*1;-1*12;+2*3;+2*6;+1*8;+1*9;
XTRA_EJN	JM13.2	Duan et al. 2018	SRR7851820	196.129	China:Yuncheng, Shanxi	Fermenting dough	China	Asia		2193.0			3	40342.0	0.00430591	Heterozygous	euploid
XTRA_EJO	HLJ201	Duan et al. 2018	SRR7851821	174.223	China:Qiqihaer, Heilongjiang	Fermented sorghum grain	China	Asia		2422.0	28. Baiju	S3. Asian Fermentation	2	15633.0	0.00166859	Heterozygous	euploid
XTRA_EJP	SD1	Duan et al. 2018	SRR7851822	127.623	China:Anqiu, Shandong	Persimmon, planted tree	China	Asia		2975.0	39. Asian Oak	S4. Wild	?	110.0	1.17e-05	Homozygous	aneu;+1*3;+1*8;
XTRA_EJQ	HLJ2	Duan et al. 2018	SRR7851823	118.652	China:Jingbo lake, Heilongjiang	Bark of Quercus mongokica, secondary forest	China	Asia		2909.0	38. Taiwan Wild 2	S4. Wild	?	82.0	8.75e-06	Homozygous	euploid
XTRA_EJR	FJ12	Duan et al. 2018	SRR7851824	215.614	China:Wuyi Mountain, Fujian	Peach, market	China	Asia		2985.0	39. Asian Oak	S4. Wild	?	119.0	1.27e-05	Homozygous	euploid
XTRA_EJS	HLJ225	Duan et al. 2018	SRR7851825	124.752	China:Qiqihaer, Heilongjiang	Fermented sorghum grain	China	Asia		2421.0	28. Baiju	S3. Asian Fermentation	2	14031.0	0.0014976	Heterozygous	euploid
XTRA_EJT	HLJ3	Duan et al. 2018	SRR7851826	140.531	China:Jingbo lake, Heilongjiang	Bark of Quercus mongokica, secondary forest	China	Asia		2910.0	38. Taiwan Wild 2	S4. Wild	?	63.0	6.72e-06	Homozygous	euploid
XTRA_EJU	BJ7	Duan et al. 2018	SRR7851827	266.474	China:Shunyi, Beijing	Bark of Pyrus sp., ochard	China	Asia		2986.0	39. Asian Oak	S4. Wild	?	102.0	1.09e-05	Homozygous	euploid
XTRA_EJV	BJ4	Duan et al. 2018	SRR7851828	135.972	China:Haidian, Beijing	Intestine of a butterfly, park	China	Asia		2977.0	39. Asian Oak	S4. Wild	?	131.0	1.4e-05	Homozygous	aneu;+1*1;
XTRA_EJW	FJ1	Duan et al. 2018	SRR7851829	253.205	China:Wuyi Mountain, Fujian	Bark of Castanea mollissima, planted tree	China	Asia		2903.0		S4. Wild	?	224.0	2.39e-05	Homozygous	euploid
XTRA_EJX	BJ28	Duan et al. 2018	SRR7851830	138.859	China:Wuling Mountain, Beijing	Bark of Castanea sp., secondary forest	China	Asia		2857.0	37. Taiwan Wild 1	S4. Wild	2	8170.0	0.00087203	Heterozygous	euploid
XTRA_EJY	JT49.4	Duan et al. 2018	SRR7851831	169.434	China:Zhouzhi, Shanxi	Dry fermented dough	China	Asia		2391.0	28. Baiju	S3. Asian Fermentation	2	12081.0	0.00128947	Heterozygous	aneu;+2*14;
XTRA_EJZ	SXJM6.6	Duan et al. 2018	SRR7851832	141.729	China:Yuncheng, Shanxi	Fermenting dough	China	Asia		2373.0	28. Baiju	S3. Asian Fermentation	2	12149.0	0.00129673	Heterozygous	euploid
XTRA_EKA	XZ3.1	Duan et al. 2018	SRR7851833	119.04	China:Dazi, Tibet	Daqu (starter) of Qingkejiu (highland barley wine)	China	Asia		2370.0	28. Baiju	S3. Asian Fermentation	2	8955.0	0.00095581	Heterozygous	euploid
XTRA_EKB	XZ2.1	Duan et al. 2018	SRR7851834	189.458	China:Lasa, Tibet	Daqu (starter) of Qingkejiu (highland barley wine)	China	Asia		2368.0	28. Baiju	S3. Asian Fermentation	2	7234.0	0.00077212	Heterozygous	euploid
XTRA_EKC	XZ4.2	Duan et al. 2018	SRR7851835	196.224	China:Gongbujiangda, Tibet	Daqu (starter) of Qingkejiu (highland barley wine)	China	Asia		2366.0	28. Baiju	S3. Asian Fermentation	2	6801.0	0.00072591	Heterozygous	euploid
XTRA_EKD	XZ4.1	Duan et al. 2018	SRR7851836	433.558	China:Gongbujiangda, Tibet	Daqu (starter) of Qingkejiu (highland barley wine)	China	Asia		2367.0	28. Baiju	S3. Asian Fermentation	2	9867.0	0.00105316	Heterozygous	euploid
XTRA_EKE	XZ10.1	Duan et al. 2018	SRR7851837	383.653	China:Gongga, Tibet	Daqu (starter) of Qingkejiu (highland barley wine)	China	Asia		2369.0	28. Baiju	S3. Asian Fermentation	2	6282.0	0.00067051	Heterozygous	euploid
XTRA_EKF	XZ7	Duan et al. 2018	SRR7851838	150.656	China:Nielamu, Tibet	Daqu (starter) of Qingkejiu (highland barley wine)	China	Asia		2371.0	28. Baiju	S3. Asian Fermentation	2	8534.0	0.00091088	Heterozygous	euploid
XTRA_EKG	JQ9.3	Duan et al. 2018	SRR7851839	138.76	China:Nanyang, Henan	Dry fermented dough	China	Asia		2434.0	28. Baiju	S3. Asian Fermentation	3	18877.0	0.00201484	Heterozygous	euploid
XTRA_EKH	JL2	Duan et al. 2018	SRR7851840	164.129	China:Changbai Mountain, Jilin	Bark of Quercus mongokica, secondary forest	China	Asia		2388.0	28. Baiju	S3. Asian Fermentation	2	13255.0	0.00141478	Heterozygous	euploid
XTRA_EKI	HZJZ5.5	Duan et al. 2018	SRR7851841	142.584	China:Heze, Shandong	Fermented sorghum grain	China	Asia		2416.0	28. Baiju	S3. Asian Fermentation	3	12589.0	0.00134369	Heterozygous	euploid
XTRA_EKJ	MTJZ3	Duan et al. 2018	SRR7851842	232.142	China:Renhuai, Guizhou	Daqu (starter) of Baijiu (Chinese liquor)	China	Asia		2426.0	28. Baiju	S3. Asian Fermentation	2	7356.0	0.00078514	Heterozygous	aneu;+1*1;+1*3;+1*5;+1*6;+1*8;+1*9;
XTRA_EKK	HZJZ4.5	Duan et al. 2018	SRR7851843	137.953	China:Heze, Shandong	Fermented sorghum grain	China	Asia		2415.0	28. Baiju	S3. Asian Fermentation	2	5011.0	0.00053485	Heterozygous	aneu;+1*1;+1*3;+1*6;
XTRA_EKL	BTP1	Duan et al. 2018	SRR7851844	229.099	China:Yantai, Shandong	Fermenting rice	China	Asia		2600.0	31. Huangjiu	S3. Asian Fermentation	2	4933.0	0.00052653	Heterozygous	aneu;+1*1;
XTRA_EKM	HLJ1	Duan et al. 2018	SRR7851845	113.341	China:Dongling Mountain, Beijing	Bark of Quercus mongokica, secondary forest	China	Asia		2741.0	35. Chinese Wild	S4. Wild	?	91.0	9.71e-06	Homozygous	euploid
XTRA_EKN	JL1	Duan et al. 2018	SRR7851846	167.296	China:Changbai Mountain, Jilin	Bark of Quercus sp., secondary forest	China	Asia		2147.0			?	42.0	4.48e-06	Homozygous	euploid
XTRA_EKO	HZJZ5.4	Duan et al. 2018	SRR7851847	173.476	China:Heze, Shandong	Fermented sorghum grain	China	Asia		2417.0	28. Baiju	S3. Asian Fermentation	3	12926.0	0.00137966	Heterozygous	euploid
XTRA_EKP	YN5	Duan et al. 2018	SRR7851848	169.763	China:Dali, Yunnan	Soil, suburban tree	China	Asia		2983.0		S4. Wild	?	44.0	4.7e-06	Homozygous	euploid
XTRA_EKQ	BJ9	Duan et al. 2018	SRR7851849	127.333	China:Wuling Mountain, Beijing	Bark of Ulmus sp., secondary forest	China	Asia		1596.0			?	150.0	1.6e-05	Homozygous	euploid
XTRA_EKR	BJ5	Duan et al. 2018	SRR7851850	134.684	China:Wuling Mountain, Beijing	Apple, orchard	China	Asia		1595.0			?	69.0	7.36e-06	Homozygous	euploid
XTRA_EKS	BJ2	Duan et al. 2018	SRR7851851	225.131	China:Shunyi, Beijing	Apple, orchard	China	Asia		1594.0	16. Canadian Wine		?	177.0	1.89e-05	Homozygous	euploid
XTRA_EKT	SD4	Duan et al. 2018	SRR7851852	130.371	China:Qufu, Shandong	Grapes, orchard	China	Asia		1556.0	16. Canadian Wine		?	91.0	9.71e-06	Homozygous	euploid
XTRA_EKU	HLJ4	Duan et al. 2018	SRR7851853	154.207	China:Qiqihaer, Heilongjiang	Fermented sorghum grain	China	Asia		2419.0	28. Baiju	S3. Asian Fermentation	2	17812.0	0.00190117	Heterozygous	euploid
XTRA_EKV	BJ11	Duan et al. 2018	SRR7851854	248.175	China:Wuling Mountain, Beijing	Rotten wood, secondary forest	China	Asia		1597.0			?	45.0	4.8e-06	Homozygous	euploid
XTRA_EKW	BJ10	Duan et al. 2018	SRR7851855	170.449	China:Wuling Mountain, Beijing	Bark of Ulmus sp., secondary forest	China	Asia		1599.0			?	36.0	3.84e-06	Homozygous	aneu;+1*1;+1*6;
XTRA_EKX	HLJ59	Duan et al. 2018	SRR7851856	228.684	China:Qiqihaer, Heilongjiang	Fermented sorghum grain	China	Asia		2423.0	28. Baiju	S3. Asian Fermentation	2	15683.0	0.00167393	Heterozygous	euploid
XTRA_EKY	QH2.1	Duan et al. 2018	SRR7851857	218.087	China:Qinghai	Fermenting dough	China	Asia		2351.0	28. Baiju	S3. Asian Fermentation	2	22960.0	0.00245064	Heterozygous	aneu;+1*1;+1*3;+1*6;+1*9;
XTRA_EKZ	QH1.1	Duan et al. 2018	SRR7851858	222.296	China:Qinghai	Fermenting dough	China	Asia		2352.0	28. Baiju	S3. Asian Fermentation	2	23362.0	0.00249355	Heterozygous	euploid
XTRA_ELA	WL1	Duan et al. 2018	SRR7851859	213.915	China:Wulanchabu, Inner Mongolia	Fermenting dough	Mongolia	Asia		2202.0			3	39608.0	0.00422757	Heterozygous	aneu;+1*12;
XTRA_ELB	SXJM9.5	Duan et al. 2018	SRR7851860	141.114	China:Yuncheng, Shanxi	Fermenting dough	China	Asia		2186.0			3	32659.0	0.00348586	Heterozygous	aneu;-1*11;-1*15;-1*4;
XTRA_ELC	SXJM1.1	Duan et al. 2018	SRR7851861	195.574	China:Yuncheng, Shanxi	Fermenting dough	China	Asia		2200.0			4	56721.0	0.00605413	Heterozygous	euploid
XTRA_ELD	QH7.3	Duan et al. 2018	SRR7851862	181.945	China:Minhe, Qinghai	Fermenting dough	China	Asia		2187.0			3	40048.0	0.00427453	Heterozygous	aneu;+1*1;
XTRA_ELE	GS3.1	Duan et al. 2018	SRR7851863	237.485	China:Lanzhou, Gansu	Fermenting dough	China	Asia		2191.0			3	59195.0	0.00631819	Heterozygous	aneu;+3*1;+2*3;+1*5;+3*6;+1*8;+2*9;
XTRA_ELF	NX8.1	Duan et al. 2018	SRR7851864	229.71	China:Yinchuan, Ningxia	Fermenting dough	China	Asia		2345.0	28. Baiju	S3. Asian Fermentation	2	19180.0	0.00204718	Heterozygous	aneu;+2*1;+1*3;+1*6;+1*9;
XTRA_ELG	WL4	Duan et al. 2018	SRR7851865	178.806	China:Wulanchabu, Inner Mongolia	Fermenting dough	Mongolia	Asia		2204.0			3	40765.0	0.00435106	Heterozygous	aneu;+2*1;+2*3;+2*6;+1*8;+1*9;
XTRA_ELH	WL2	Duan et al. 2018	SRR7851866	189.006	China:Wulanchabu, Inner Mongolia	Fermenting dough	Mongolia	Asia		2203.0			3	40949.0	0.0043707	Heterozygous	aneu;+3*1;+2*3;+1*5;+3*6;+1*8;+2*9;
XTRA_ELI	ZJ1	Duan et al. 2018	SRR7851867	94.5502	China:Gutian Mountain, Zhejiang	Rotten wood, primeval forest	China	Asia	Single-End reads	2868.0	37. Taiwan Wild 1	S4. Wild	?	94.0	1e-05	Homozygous	euploid
XTRA_ELJ	ZJ2	Duan et al. 2018	SRR7851868	67.3946	China:Gutian Mountain, Zhejiang	Rotten wood, primeval forest	China	Asia	Single-End reads	2869.0	37. Taiwan Wild 1	S4. Wild	?	65.0	6.94e-06	Homozygous	euploid
XTRA_ELK	HN18	Duan et al. 2018	SRR7851869	212.104	China:Wuzhi Mountain, Hainan	Bark of a Fagaceae tree, primeval forest	China	Asia		2872.0	37. Taiwan Wild 1	S4. Wild	?	107.0	1.14e-05	Homozygous	euploid
XTRA_ELL	SX9	Duan et al. 2018	SRR7851870	206.684	China:Qinling Mountain, Shaanxi	Tomato, orchard	China	Asia		2861.0		S4. Wild	2	54617.0	0.00582956	Heterozygous	euploid
XTRA_ELM	HN17	Duan et al. 2018	SRR7851872	247.844	China:Wuzhi Mountain, Hainan	Bark of a Fagaceae tree, primeval forest	China	Asia		2873.0	37. Taiwan Wild 1	S4. Wild	?	105.0	1.12e-05	Homozygous	aneu;+1*1;
XTRA_ELN	HN14	Duan et al. 2018	SRR7851873	125.557	China:Jianfengling Mountain, Hainan	Rotten wood, primeval forest	China	Asia		2871.0	37. Taiwan Wild 1	S4. Wild	?	111.0	1.18e-05	Homozygous	aneu;+1*1;+1*3;+1*6;
XTRA_ELO	FJ6	Duan et al. 2018	SRR7851875	202.028	China:Wuyi Mountain, Fujian	Bark of Prunus mume, planted tree	China	Asia		2876.0	37. Taiwan Wild 1	S4. Wild	?	84.0	8.97e-06	Homozygous	euploid
XTRA_ELP	HN13	Duan et al. 2018	SRR7851876	200.867	China:Jianfengling Mountain, Hainan	Rotten wood, primeval forest	China	Asia		2870.0	37. Taiwan Wild 1	S4. Wild	?	94.0	1e-05	Homozygous	euploid
XTRA_ELQ	JQ9.4	Duan et al. 2018	SRR7851877	186.146	China:Nanyang, Henan	Fermenting dough	China	Asia		2354.0	28. Baiju	S3. Asian Fermentation	3	27878.0	0.00297556	Heterozygous	euploid
XTRA_ELR	HN5.1	Duan et al. 2018	SRR7851878	265.717	China:Biyang, Henan	Dry fermented dough	China	Asia		2356.0	28. Baiju	S3. Asian Fermentation	3	28695.0	0.00306277	Heterozygous	aneu;+2*1;+1*3;+1*6;+1*9;
XTRA_ELS	TY1.5	Duan et al. 2018	SRR7851879	207.385	China:Taiyuan, Shanxi	Fermenting dough	China	Asia		2355.0	28. Baiju	S3. Asian Fermentation	3	28357.0	0.00302669	Heterozygous	aneu;+2*1;+2*3;+1*5;+2*6;+1*8;+1*9;
XTRA_ELT	TY1.4	Duan et al. 2018	SRR7851880	175.839	China:Taiyuan, Shanxi	Fermenting dough	China	Asia		2357.0	28. Baiju	S3. Asian Fermentation	3	27347.0	0.00291889	Heterozygous	aneu;+2*1;+2*3;+2*6;+1*8;+1*9;
XTRA_ELU	TY3.9	Duan et al. 2018	SRR7851881	270.423	China:Taiyuan, Shanxi	Fermenting dough	China	Asia		2358.0	28. Baiju	S3. Asian Fermentation	3	27330.0	0.00291707	Heterozygous	aneu;+3*1;-1*12;+2*3;+1*5;+3*6;+1*8;+2*9;
XTRA_ELV	TY2.1	Duan et al. 2018	SRR7851882	217.298	China:Taiyuan, Shanxi	Fermenting dough	China	Asia		2353.0	28. Baiju	S3. Asian Fermentation	3	27946.0	0.00298282	Heterozygous	aneu;+1*1;+1*3;+1*6;
XTRA_ELW	GZLJ3.19	Duan et al. 2018	SRR7851883	259.225	China:Changshun, Guizhou	Fermented sorghum grain	China	Asia		2408.0	28. Baiju	S3. Asian Fermentation	2	8957.0	0.00095603	Heterozygous	euploid
XTRA_ELX	GZLJ3.1	Duan et al. 2018	SRR7851884	221.943	China:Changshun, Guizhou	Fermented sorghum grain	China	Asia		2430.0	28. Baiju	S3. Asian Fermentation	2	10545.0	0.00112552	Heterozygous	euploid
XTRA_ELY	GZLJ3.30	Duan et al. 2018	SRR7851885	193.271	China:Changshun, Guizhou	Fermented sorghum grain	China	Asia		2409.0	28. Baiju	S3. Asian Fermentation	2	9770.0	0.0010428	Heterozygous	aneu;+1*1;+1*3;+1*5;+1*6;+1*8;+1*9;
XTRA_ELZ	GZLJ3.22	Duan et al. 2018	SRR7851886	255.01	China:Changshun, Guizhou	Fermented sorghum grain	China	Asia		2410.0	28. Baiju	S3. Asian Fermentation	2	9942.0	0.00106116	Heterozygous	aneu;+1*1;+1*3;+1*6;+1*8;+1*9;
XTRA_EMA	LJZ22.1	Duan et al. 2018	SRR7851887	153.996	China:Yanan, Shanxi	Dry fermented dough	China	Asia		2535.0	30. Mantou	S3. Asian Fermentation	2	5278.0	0.00056335	Heterozygous	euploid
XTRA_EMB	LJQ13C.1	Duan et al. 2018	SRR7851888	176.746	China:Yanan, Shanxi	Fermenting dough	China	Asia		2532.0	30. Mantou	S3. Asian Fermentation	2	7260.0	0.0007749	Heterozygous	euploid
XTRA_EMC	LJQ13A.5	Duan et al. 2018	SRR7851889	226.896	China:Yanan, Shanxi	Fermenting dough	China	Asia		2533.0	30. Mantou	S3. Asian Fermentation	2	8227.0	0.00087811	Heterozygous	euploid
XTRA_EMD	LJQ131.6	Duan et al. 2018	SRR7851890	180.742	China:Yanan, Shanxi	Fermenting dough	China	Asia		2530.0	30. Mantou	S3. Asian Fermentation	2	6709.0	0.00071609	Heterozygous	euploid
XTRA_EME	JL3	Duan et al. 2018	SRR7851891	223.725	China:Changbai Mountain, Jilin	Peach, market	China	Asia		2148.0			?	42.0	4.48e-06	Homozygous	euploid
XTRA_EMF	YN2	Duan et al. 2018	SRR7851892	134.999	China:Jinghong, Yunnan	Orange, orchard	China	Asia	Single-End reads	2735.0			4	45570.0	0.00486392	Heterozygous	aneu;+2*12;
XTRA_EMG	MTJZ4	Duan et al. 2018	SRR7851893	143.028	China:Renhuai, Guizhou	Daqu (starter) of Chinese liquor	China	Asia		2520.0	30. Mantou	S3. Asian Fermentation	2	10235.0	0.00109243	Heterozygous	aneu;+1*1;+1*3;+1*6;
XTRA_EMH	LJM21.10	Duan et al. 2018	SRR7851894	179.011	China:Yanan, Shanxi	Fermenting dough	China	Asia		2321.0	28. Baiju	S3. Asian Fermentation	3	38454.0	0.00410439	Heterozygous	euploid
XTRA_EMI	LJM21.3	Duan et al. 2018	SRR7851895	129.924	China:Yanan, Shanxi	Fermenting dough	China	Asia		2317.0	28. Baiju	S3. Asian Fermentation	3	33630.0	0.0035895	Heterozygous	euploid
XTRA_EMJ	HN1.9	Duan et al. 2018	SRR7851896	142.704	China:Xuchang, Henan	Fermenting dough	China	Asia		2318.0	28. Baiju	S3. Asian Fermentation	3	36101.0	0.00385325	Heterozygous	euploid
XTRA_EMK	LJM21.1	Duan et al. 2018	SRR7851897	198.98	China:Yanan, Shanxi	Fermenting dough	China	Asia		2327.0	28. Baiju	S3. Asian Fermentation	3	33789.0	0.00360648	Heterozygous	aneu;+1*12;
XTRA_EML	CJM25.4	Duan et al. 2018	SRR7851898	239.974	China:Yuncheng, Shandong	Fermenting dough	China	Asia		2325.0	28. Baiju	S3. Asian Fermentation	3	35325.0	0.00377042	Heterozygous	aneu;+2*1;+2*3;+1*6;+1*9;
XTRA_EMM	CJM25.5	Duan et al. 2018	SRR7851899	183.788	China:Yuncheng, Shandong	Fermenting dough	China	Asia		2330.0	28. Baiju	S3. Asian Fermentation	3	32232.0	0.00344029	Heterozygous	aneu;+1*1;
XTRA_EMN	CJM21.4	Duan et al. 2018	SRR7851900	135.975	China:Yuncheng, Shandong	Fermenting dough	China	Asia		2322.0	28. Baiju	S3. Asian Fermentation	3	38338.0	0.00409201	Heterozygous	euploid
